sitename,date,gpp_umolCm2s,evsp_umolH2Om2s,trans_umolH2Om2s,evapotrans_umolH2Om2s,mrso_kgm2,chi__,vcmax25_umolCm2s,jmax25_umolCm2s
CH-Fru,2019-01-01,0.3446475315241166,NA,NA,437.2503915073449,213.80369567871094,1,2.1922589894529665,7.82788083597552
CH-Fru,2019-01-02,0.1688156259694585,NA,NA,389.1130487737342,213.80369567871094,0.7978930473327637,1.1393273098292411,4.534195340966107
CH-Fru,2019-01-03,0,NA,NA,338.8147693847923,213.80369567871094,0,0,0
CH-Fru,2019-01-04,0,NA,NA,351.1527622187579,213.80369567871094,0.6638110876083374,0,NA
CH-Fru,2019-01-05,0.07477420077509718,NA,NA,391.2862880852978,213.80369567871094,0.803087055683136,0.5063602088739572,2.078475517919287
CH-Fru,2019-01-06,0.19240480514220248,NA,NA,424.06228896031166,213.80369567871094,1,1.2497852139858878,4.878998879576102
CH-Fru,2019-01-07,0.1956493863950909,NA,NA,422.5788798965054,213.80369567871094,0.9999999403953552,1.2776586117979605,5.080765276943566
CH-Fru,2019-01-08,0.11031698424047157,NA,NA,442.0972931286926,213.80369567871094,0.9336137175559998,0.7301256346181617,2.7727417091227835
CH-Fru,2019-01-09,0.04846616691254355,NA,NA,404.8890399712103,213.80369567871094,0.9722304940223694,0.32174784792005084,1.3811828694088035
CH-Fru,2019-01-10,0,NA,NA,379.4624772949964,213.80369567871094,0.9459396600723267,0,NA
CH-Fru,2019-01-11,0,NA,NA,380.86934927314394,213.80369567871094,0,0,0
CH-Fru,2019-01-12,0.15474499467714334,NA,NA,458.9829762531406,213.80369567871094,0.937781810760498,1.044134023686638,4.064092081534909
CH-Fru,2019-01-13,0.1659968804660035,NA,NA,515.7353594101996,213.80369567871094,0.9167214035987854,1.1164713669131743,3.859171556541696
CH-Fru,2019-01-14,0.17027660951386264,NA,NA,505.89066658000405,213.80369567871094,0.9661179780960083,1.1479351087473333,4.167425231571542
CH-Fru,2019-01-15,0.5464567975313575,NA,NA,472.22906608640415,213.80369567871094,0.8035136461257935,3.8796092667325865,15.169529433478601
CH-Fru,2019-01-16,1.1029990136991312,NA,NA,506.9361624035816,213.80369567871094,0.6377100944519043,8.326841452799272,29.285707569215447
CH-Fru,2019-01-17,0.34082005444316216,NA,NA,560.3870261966447,213.80369567871094,0.6887701749801636,2.5288538836321095,8.154221177392174
CH-Fru,2019-01-18,0,NA,NA,431.1970630545675,213.80369567871094,0,0,0
CH-Fru,2019-01-19,0,NA,NA,428.8557640932225,213.80369567871094,0,0,0
CH-Fru,2019-01-20,0.3117447960431929,NA,NA,501.3016225011261,213.80369567871094,0.6172931790351868,2.4412613583990606,9.486036105954554
CH-Fru,2019-01-21,0,NA,NA,477.4035019761741,213.80369567871094,0.7447998523712158,0,NA
CH-Fru,2019-01-22,0,NA,NA,443.81866852442425,213.80369567871094,0,0,0
CH-Fru,2019-01-23,0,NA,NA,437.5491812518594,213.80369567871094,0,0,0
CH-Fru,2019-01-24,0,NA,NA,481.32797266230176,213.80369567871094,0,0,0
CH-Fru,2019-01-25,0,NA,NA,491.2970334659388,213.80369567871094,0,0,0
CH-Fru,2019-01-26,0,NA,NA,500.96082742567415,213.80369567871094,0,0,0
CH-Fru,2019-01-27,0,NA,NA,525.790462155401,213.80369567871094,0.7615636587142944,0,NA
CH-Fru,2019-01-28,0.8702167183344747,NA,NA,627.5747829871904,213.80369567871094,0.6258280277252197,7.3293699642817955,26.15958328533452
CH-Fru,2019-01-29,0.9649887359068717,NA,NA,659.1437438142642,213.80369567871094,0.6220144033432007,8.217610229621641,28.225580535945483
CH-Fru,2019-01-30,0.9558007213068597,NA,NA,672.9874131365567,213.80369567871094,0.6212640404701233,8.222388714784756,28.220320018590428
CH-Fru,2019-01-31,0.936435363082974,NA,NA,686.1556244730458,213.80369567871094,0.6209455132484436,8.135119969665539,27.935260732192546
CH-Fru,2019-02-01,0.6212928780802974,NA,NA,760.501764193484,213.80369567871094,0.6618310809135437,5.326211976353079,16.64707815507427
CH-Fru,2019-02-02,1.3165903726109753,NA,NA,744.1845327738381,213.80369567871094,0.8352470397949219,10.757353265944403,37.10569944814779
CH-Fru,2019-02-03,0.40348693958403153,NA,NA,670.4964510207313,213.80369567871094,0.9316121339797974,3.291876737421262,13.421305084193591
CH-Fru,2019-02-04,0,NA,NA,610.6808597658887,213.80369567871094,0.7871519327163696,0,NA
CH-Fru,2019-02-05,0.1615158247726935,NA,NA,661.9871521192323,213.6735382080078,0.7206401824951172,1.4074258842811105,5.954206244496163
CH-Fru,2019-02-06,0.3021506213203624,NA,NA,686.2163329075394,213.51231384277344,0.6213465929031372,2.7524699817149667,11.156433174619451
CH-Fru,2019-02-07,0.583155103671698,NA,NA,836.4883347303288,213.80369567871094,0.6118428111076355,5.437407253339188,17.331876733805984
CH-Fru,2019-02-08,1.3777082441029724,NA,NA,825.2947572082157,213.5107879638672,0.6708357334136963,12.673971468757372,43.06989649194293
CH-Fru,2019-02-09,1.5317332459452713,NA,NA,939.3688183998374,213.55064392089844,0.6880457401275635,13.978231436340138,41.554609197191894
CH-Fru,2019-02-10,1.2784649008586084,NA,NA,1015.3530893747701,213.80369567871094,0.6323779821395874,12.027634511468932,32.50193549320102
CH-Fru,2019-02-11,0.3361261886671002,NA,NA,816.4806897012294,213.80369567871094,0.80110764503479,3.0922540190658765,11.866239219671115
CH-Fru,2019-02-12,0.8204893243533594,NA,NA,850.7245392711075,213.64175415039062,0.7183905839920044,7.846599146432709,28.82623994082678
CH-Fru,2019-02-13,1.130408641916734,NA,NA,871.0312806529765,213.2310028076172,0.6345938444137573,11.333007932989858,40.681603422854096
CH-Fru,2019-02-14,2.5833227936132452,NA,NA,1063.06064398691,212.6322479248047,0.6147254705429077,26.300651370547712,74.20415204251185
CH-Fru,2019-02-15,2.7669290149653403,NA,NA,1114.2463626439678,211.9678192138672,0.5976282954216003,28.860038582934067,78.00372259225696
CH-Fru,2019-02-16,3.3884817435417647,NA,NA,1269.3642312852442,211.1276092529297,0.5907236337661743,35.3680006810464,82.55078864749521
CH-Fru,2019-02-17,3.339676531376662,NA,NA,1285.4835470762762,210.25405883789062,0.5821327567100525,35.98296098061837,84.21285019721836
