sitename,date,gpp_umolCm2s,evsp_umolH2Om2s,trans_umolH2Om2s,evapotrans_umolH2Om2s,mrso_kgm2,chi__,vcmax25_umolCm2s,jmax25_umolCm2s
DE-Gri,2019-01-01,0.12775270820215898,NA,NA,316.1153913218788,163.0275115966797,0.7967557907104492,1.251478693120589,3.4725915156741394
DE-Gri,2019-01-02,0.17517348349002407,NA,NA,248.72738101477486,165.0251007080078,0.7004113793373108,1.877611566669657,6.603344445466064
DE-Gri,2019-01-03,0.05045453701628211,NA,NA,226.31084906711502,166.98863220214844,0.7209914326667786,0.5395919515649439,2.1520370410144096
DE-Gri,2019-01-04,0.11158294337629168,NA,NA,249.1299576536127,168.1634521484375,0.7939165234565735,1.1703563131959527,4.329845523898257
DE-Gri,2019-01-05,0.19825037775768173,NA,NA,324.4181704006077,188.4735870361328,0.8709704279899597,1.935976570166531,5.644840257446049
DE-Gri,2019-01-06,0.10106567419881438,NA,NA,266.71648975998284,189.33998107910156,0.7811478972434998,1.0688596603358747,3.799575324592297
DE-Gri,2019-01-07,0.09761172501991193,NA,NA,311.48830865636285,193.819580078125,0.8571003675460815,0.9871872634903411,3.0882881674187956
DE-Gri,2019-01-08,0.1401488847432681,NA,NA,314.4035399450687,211.58706665039062,0.7766165137290955,1.4683587323816027,4.537435415841173
DE-Gri,2019-01-09,0.1002473463476808,NA,NA,271.6557762811704,232.6336669921875,0.8528239727020264,1.056988253367308,3.9649271457165014
DE-Gri,2019-01-10,0.12413647462740357,NA,NA,273.7983356042163,232.6336669921875,0.8226997256278992,1.324852973993984,5.016575869376538
DE-Gri,2019-01-11,0.08191120736070989,NA,NA,268.3925637860357,232.6336669921875,0.775399923324585,0.8904870583137381,3.49478114003432
DE-Gri,2019-01-12,0.2264760773812915,NA,NA,332.9238666551104,232.6336669921875,0.7930014729499817,2.410451998002827,7.67524579714518
DE-Gri,2019-01-13,0.24462167610540803,NA,NA,355.4513333020386,232.6336669921875,0.7735492587089539,2.6118871119251708,7.893188922025729
DE-Gri,2019-01-14,0.2707066704277639,NA,NA,319.9074647308868,232.6336669921875,0.6702120304107666,3.083781621171511,10.44224791257875
DE-Gri,2019-01-15,0.26582927086655006,NA,NA,336.95373392890014,232.6336669921875,0.7143328785896301,2.980258159368532,9.880762263492215
DE-Gri,2019-01-16,0.37348556136827415,NA,NA,383.0039942706073,232.6336669921875,0.7281197905540466,4.113233899261104,12.1921857498819
DE-Gri,2019-01-17,0.26771465293419217,NA,NA,413.56080292183674,232.6336669921875,0.6984658241271973,2.9709492537222104,8.2348251453368
DE-Gri,2019-01-18,0.14736978222190597,NA,NA,313.33418616664756,232.6336669921875,0.6505977511405945,1.7261196489926078,6.683500942017417
DE-Gri,2019-01-19,0.4723975377410282,NA,NA,334.04984714563,232.6336669921875,0.5878352522850037,5.72268709220225,20.728406525449827
DE-Gri,2019-01-20,0.09611469584252731,NA,NA,309.8104716328436,232.6336669921875,0.6360721588134766,1.1388577831894509,4.729847660200903
DE-Gri,2019-01-21,0.24048157358243144,NA,NA,328.7348313709345,232.6336669921875,0.6179223656654358,2.8934910005773418,11.517099665070418
DE-Gri,2019-01-22,0.07507368278356247,NA,NA,322.78053738452763,232.6336669921875,0.612754225730896,0.9065923336493142,3.8076352666394087
DE-Gri,2019-01-23,0,NA,NA,309.4714203918422,232.6336669921875,0,0,0
DE-Gri,2019-01-24,0,NA,NA,311.79667990884667,232.6336669921875,0,0,0
DE-Gri,2019-01-25,0,NA,NA,329.2139067693993,232.6336669921875,0.6641228199005127,0,NA
DE-Gri,2019-01-26,0.17215293705647375,NA,NA,445.2707652201868,232.6336669921875,0.809360146522522,1.9927811081288382,6.760795713489642
DE-Gri,2019-01-27,0.6541563772860868,NA,NA,528.205692032237,232.6336669921875,0.6883987188339233,7.77996228862321,21.6405405808473
DE-Gri,2019-01-28,0.6086451725827322,NA,NA,498.567788321295,232.6336669921875,0.6503477096557617,7.550578175141709,22.8055414481787
DE-Gri,2019-01-29,0.271096072493144,NA,NA,463.98916086296975,232.6336669921875,0.7019442319869995,3.344496235513361,11.595001524256077
DE-Gri,2019-01-30,0.4341242903912509,NA,NA,441.5862921456741,232.6336669921875,0.6307235360145569,5.555381903832313,20.66424895019736
DE-Gri,2019-01-31,0.8023480229355671,NA,NA,500.00961364051443,232.6336669921875,0.6203038096427917,10.398884114692919,34.170439903391525
DE-Gri,2019-02-01,0.25902946629090073,NA,NA,506.6825207246184,232.6336669921875,0.6573880314826965,3.333839231345337,11.25003745983122
DE-Gri,2019-02-02,0.16441363208915719,NA,NA,544.0296290955918,232.6336669921875,0.8184882402420044,2.00352405954618,6.693034265481401
DE-Gri,2019-02-03,0.10278594772112959,NA,NA,505.77994267391074,232.6336669921875,0.8838801383972168,1.259382884200022,4.781573352374835
DE-Gri,2019-02-04,0.987339902807165,NA,NA,560.338888700607,232.6336669921875,0.7066170573234558,12.768317901645787,42.7958948421292
DE-Gri,2019-02-05,0.46307821815580497,NA,NA,552.1475808855929,232.6336669921875,0.6586591005325317,6.181689514050959,21.451694919960573
DE-Gri,2019-02-06,1.0789289242691464,NA,NA,599.4220130114888,232.6336669921875,0.6333564519882202,14.688371265947353,47.205503506120294
DE-Gri,2019-02-07,0.4488775322650686,NA,NA,570.5034122668176,232.6336669921875,0.6135476231575012,6.258057055674726,21.882893634028733
DE-Gri,2019-02-08,1.6784865731074485,NA,NA,752.7674943086051,232.5828094482422,0.6572917103767395,22.417460058932193,58.74285488971509
DE-Gri,2019-02-09,1.5380976284727639,NA,NA,805.1715208669748,232.47142028808594,0.6586809754371643,20.52250420092605,51.15279054734856
DE-Gri,2019-02-10,0.6609649201970041,NA,NA,818.5083667437235,232.3279266357422,0.6578999161720276,8.96005531103583,22.483467546408065
DE-Gri,2019-02-11,0.48037627022023555,NA,NA,724.2086983511969,232.6336669921875,0.7281981110572815,6.614131962123793,20.281879187677987
DE-Gri,2019-02-12,0.36512924082301285,NA,NA,693.5287098335141,232.6336669921875,0.7111457586288452,5.180803327675676,17.19281863188371
DE-Gri,2019-02-13,0.27949614220379315,NA,NA,776.4724516328961,232.6336669921875,0.7482147812843323,3.895760528394021,11.743868526536971
DE-Gri,2019-02-14,1.5731848040480674,NA,NA,883.5609802983918,232.45957946777344,0.6435189843177795,22.800721126259305,58.67204527021386
DE-Gri,2019-02-15,2.0927045908239155,NA,NA,1013.0434093897235,232.0504150390625,0.6211718916893005,30.107492420938797,67.28143489453942
DE-Gri,2019-02-16,2.200305691839736,NA,NA,1122.6462023984259,231.51116943359375,0.6113041043281555,31.256906368071213,63.22903936961666
DE-Gri,2019-02-17,2.160875563636238,NA,NA,1127.9778899969879,230.94679260253906,0.6160986423492432,31.232997571351007,64.60981967393309
DE-Gri,2019-02-18,2.2345891705265752,NA,NA,1178.6860662968563,230.31016540527344,0.6110019683837891,32.58351716795005,65.49931276822463
DE-Gri,2019-02-19,1.0148439280412815,NA,NA,1042.116080782541,230.59446716308594,0.660385012626648,15.354085917351767,37.552425055764616
DE-Gri,2019-02-20,0.9759808718054384,NA,NA,1015.758425487903,230.08375549316406,0.6653668880462646,15.152467312873341,39.24615157302469
DE-Gri,2019-02-21,0.7405172297616064,NA,NA,1076.7397413283218,231.3946075439453,0.6903907656669617,11.25536800827831,28.254107746761292
DE-Gri,2019-02-22,0.18135964996928786,NA,NA,917.0380792745347,232.6336669921875,0.82750004529953,2.7685814529831987,8.999943929666188
DE-Gri,2019-02-23,0.9247950381702846,NA,NA,886.6909140176734,232.5884246826172,0.5800337195396423,15.84100755280815,51.427366997813806
DE-Gri,2019-02-24,1.4061595738669972,NA,NA,1081.38677269343,232.043701171875,0.5738063454627991,23.916341888252646,61.659135099034756
DE-Gri,2019-02-25,2.0929665109257636,NA,NA,1267.3054335048662,231.18472290039062,0.5924404859542847,33.981730666710064,74.43757931469008
DE-Gri,2019-02-26,1.566670490083871,NA,NA,1278.6057873517886,230.49525451660156,0.6247125864028931,24.701774236746132,55.883214372443035
DE-Gri,2019-02-27,2.4130266665676494,NA,NA,1390.5887802441914,229.46514892578125,0.6400427222251892,36.33731103036553,77.18484266661108
DE-Gri,2019-02-28,2.143518010407318,NA,NA,1420.2623271647794,228.38214111328125,0.6526148319244385,31.733197829453275,67.55453796358779
DE-Gri,2019-03-01,0.44146492318422703,NA,NA,1282.2549621509427,231.1359405517578,0.7834944725036621,6.34700109003461,16.426933143520728
DE-Gri,2019-03-02,0.2900618243456623,NA,NA,1123.9249887780395,230.4412078857422,0.72700434923172,4.470665317057865,13.573704563896172
DE-Gri,2019-03-03,1.2920748580385137,NA,NA,1436.4865029790274,229.487060546875,0.6907716989517212,18.27231426432263,41.833747673081234
DE-Gri,2019-03-04,1.4948304512618502,NA,NA,1592.202411021715,228.63150024414062,0.6447360515594482,20.499854144873098,41.45835555391386
DE-Gri,2019-03-05,0.9345261518050123,NA,NA,1263.8549408549634,232.6336669921875,0.6881730556488037,13.448329809762072,37.597044865833595
DE-Gri,2019-03-06,2.4887174367904663,NA,NA,1400.681864086983,231.47348022460938,0.6534009575843811,34.80264058453031,86.56794670969248
DE-Gri,2019-03-07,1.5097585173300756,NA,NA,1656.0906797279545,229.9944305419922,0.6478427648544312,19.47945202118717,40.38365659653209
